case_id,activity,timestamp,resource,supplier_name
CASE-0664,Last Mile Delivery,2025-05-31T03:31:16Z,R-Ops1,FastCargo Ltd.
CASE-0665,Order Received,2025-08-07T09:36:00Z,R-Ops5,Deecan Roadlines
CASE-0665,Warehouse Pick & Pack,2025-08-07T10:10:17Z,R-Ops5,Deecan Roadlines
CASE-0665,Customs Clearance,2025-08-07T12:28:39Z,R-Ops5,Deecan Roadlines
CASE-0665,Road Transport Dispatch,2025-08-07T16:50:18Z,R-Ops5,Deecan Roadlines
CASE-0665,Incineration Disposal,2025-08-08T12:05:15Z,R-Ops5,Deecan Roadlines
CASE-0665,Last Mile Delivery,2025-08-08T14:47:34Z,R-Ops5,Deecan Roadlines
CASE-0666,Order Received,2025-05-11T18:05:00Z,R-Ops3,SpeedJet Air Cargo
CASE-0666,Warehouse Pick & Pack,2025-05-11T19:44:10Z,R-Ops3,SpeedJet Air Cargo
CASE-0666,Customs Clearance,2025-05-11T21:48:04Z,R-Ops3,SpeedJet Air Cargo
CASE-0666,Road Transport Dispatch,2025-05-12T07:43:31Z,R-Ops3,SpeedJet Air Cargo
CASE-0666,Last Mile Delivery,2025-05-13T06:35:14Z,R-Ops3,SpeedJet Air Cargo
CASE-0667,Order Received,2025-08-02T22:19:00Z,R-Ops1,EcoLink Carriers
CASE-0667,Warehouse Pick & Pack,2025-08-02T23:17:15Z,R-Ops1,EcoLink Carriers
CASE-0667,Customs Clearance,2025-08-03T04:11:02Z,R-Ops1,EcoLink Carriers
CASE-0667,Road Transport Dispatch,2025-08-03T14:14:34Z,R-Ops1,EcoLink Carriers
CASE-0667,Last Mile Delivery,2025-08-04T13:19:16Z,R-Ops1,EcoLink Carriers
CASE-0668,Order Received,2025-04-05T02:47:00Z,R-Ops2,Deecan Roadlines
CASE-0668,Warehouse Pick & Pack,2025-04-05T04:45:23Z,R-Ops2,Deecan Roadlines
CASE-0668,Customs Clearance,2025-04-05T07:47:37Z,R-Ops2,Deecan Roadlines
CASE-0668,Road Transport Dispatch,2025-04-05T17:10:52Z,R-Ops2,Deecan Roadlines
CASE-0668,Last Mile Delivery,2025-04-06T08:21:37Z,R-Ops2,Deecan Roadlines
CASE-0669,Order Received,2025-12-02T15:29:00Z,R-Ops2,EcoLink Carriers
CASE-0669,Warehouse Pick & Pack,2025-12-02T17:01:15Z,R-Ops2,EcoLink Carriers
CASE-0669,Customs Clearance,2025-12-02T22:29:46Z,R-Ops2,EcoLink Carriers
CASE-0669,Road Transport Dispatch,2025-12-03T10:13:21Z,R-Ops2,EcoLink Carriers
CASE-0669,Last Mile Delivery,2025-12-04T06:05:23Z,R-Ops2,EcoLink Carriers
CASE-0670,Order Received,2025-12-20T21:44:00Z,R-Ops3,FastCargo Ltd.
CASE-0670,Warehouse Pick & Pack,2025-12-20T23:14:45Z,R-Ops3,FastCargo Ltd.
CASE-0670,Customs Clearance,2025-12-21T04:27:52Z,R-Ops3,FastCargo Ltd.
CASE-0670,Road Transport Dispatch,2025-12-21T09:09:56Z,R-Ops3,FastCargo Ltd.
CASE-0670,Last Mile Delivery,2025-12-22T02:04:25Z,R-Ops3,FastCargo Ltd.
CASE-0671,Order Received,2025-04-18T15:41:00Z,R-Ops1,Deecan Roadlines
CASE-0671,Warehouse Pick & Pack,2025-04-18T16:24:03Z,R-Ops1,Deecan Roadlines
CASE-0671,Customs Clearance,2025-04-18T19:22:05Z,R-Ops1,Deecan Roadlines
CASE-0671,Truck Delivery Transport Dispatch,2025-04-19T06:06:17Z,R-Ops1,Deecan Roadlines
CASE-0671,Incineration Disposal,2025-04-20T05:29:26Z,R-Ops1,Deecan Roadlines
CASE-0671,Last Mile Delivery,2025-04-20T06:56:06Z,R-Ops1,Deecan Roadlines
CASE-0672,Order Received,2025-03-01T05:57:00Z,R-Ops1,GreenFreight Ltd.
CASE-0672,Warehouse Pick & Pack,2025-03-01T06:40:43Z,R-Ops1,GreenFreight Ltd.
CASE-0672,Customs Clearance,2025-03-01T11:29:20Z,R-Ops1,GreenFreight Ltd.
CASE-0672,Road Transport Dispatch,2025-03-01T23:11:59Z,R-Ops1,GreenFreight Ltd.
CASE-0672,Last Mile Delivery,2025-03-02T22:47:52Z,R-Ops1,GreenFreight Ltd.
CASE-0673,Order Received,2025-10-19T12:03:00Z,R-Ops3,Deecan Roadlines
CASE-0673,Warehouse Pick & Pack,2025-10-19T13:03:02Z,R-Ops3,Deecan Roadlines
CASE-0673,Customs Clearance,2025-10-19T15:27:41Z,R-Ops3,Deecan Roadlines
CASE-0673,Road Transport Dispatch,2025-10-20T02:14:32Z,R-Ops3,Deecan Roadlines
CASE-0673,Last Mile Delivery,2025-10-20T21:23:57Z,R-Ops3,Deecan Roadlines
CASE-0674,Order Received,2025-10-11T09:02:00Z,R-Ops5,FastCargo Ltd.
CASE-0674,Warehouse Pick & Pack,2025-10-11T10:15:52Z,R-Ops5,FastCargo Ltd.
CASE-0674,Customs Clearance,2025-10-11T14:12:32Z,R-Ops5,FastCargo Ltd.
CASE-0674,Road Transport Dispatch,2025-10-11T22:56:14Z,R-Ops5,FastCargo Ltd.
CASE-0674,Last Mile Delivery,2025-10-12T20:43:26Z,R-Ops5,FastCargo Ltd.
CASE-0675,Order Received,2025-02-01T16:01:00Z,R-Ops2,GreenFreight Ltd.
CASE-0675,Warehouse Pick & Pack,2025-02-01T17:08:58Z,R-Ops2,GreenFreight Ltd.
CASE-0675,Customs Clearance,2025-02-01T20:24:47Z,R-Ops2,GreenFreight Ltd.
CASE-0675,Truck Delivery Transport Dispatch,2025-02-02T00:55:16Z,R-Ops2,GreenFreight Ltd.
CASE-0675,Last Mile Delivery,2025-02-02T23:05:33Z,R-Ops2,GreenFreight Ltd.
CASE-0676,Order Received,2025-11-27T11:28:00Z,R-Ops5,GreenFreight Ltd.
CASE-0676,Warehouse Pick & Pack,2025-11-27T13:00:46Z,R-Ops5,GreenFreight Ltd.
CASE-0676,Customs Clearance,2025-11-27T15:05:46Z,R-Ops5,GreenFreight Ltd.
CASE-0676,Road Transport Dispatch,2025-11-27T21:24:00Z,R-Ops5,GreenFreight Ltd.
CASE-0676,Recycling Processing,2025-11-28T15:50:19Z,R-Ops5,GreenFreight Ltd.
CASE-0676,Last Mile Delivery,2025-11-28T19:33:57Z,R-Ops5,GreenFreight Ltd.
CASE-0677,Order Received,2025-12-03T14:08:00Z,R-Ops5,SpeedJet Air Cargo
CASE-0677,Warehouse Pick & Pack,2025-12-03T15:57:29Z,R-Ops5,SpeedJet Air Cargo
CASE-0677,Customs Clearance,2025-12-03T20:51:00Z,R-Ops5,SpeedJet Air Cargo
CASE-0677,Road Transport Dispatch,2025-12-04T03:58:22Z,R-Ops5,SpeedJet Air Cargo
CASE-0677,Last Mile Delivery,2025-12-05T04:23:06Z,R-Ops5,SpeedJet Air Cargo
CASE-0678,Order Received,2025-03-24T19:13:00Z,R-Ops4,SpeedJet Air Cargo
CASE-0678,Warehouse Pick & Pack,2025-03-24T20:08:25Z,R-Ops4,SpeedJet Air Cargo
CASE-0678,Customs Clearance,2025-03-25T01:08:14Z,R-Ops4,SpeedJet Air Cargo
CASE-0678,Road Transport Dispatch,2025-03-25T10:28:25Z,R-Ops4,SpeedJet Air Cargo
CASE-0678,Last Mile Delivery,2025-03-26T03:28:07Z,R-Ops4,SpeedJet Air Cargo
CASE-0679,Order Received,2025-09-10T09:15:00Z,R-Ops4,EcoLink Carriers
CASE-0679,Warehouse Pick & Pack,2025-09-10T10:03:50Z,R-Ops4,EcoLink Carriers
CASE-0679,Customs Clearance,2025-09-10T12:15:08Z,R-Ops4,EcoLink Carriers
CASE-0679,Truck Delivery Transport Dispatch,2025-09-10T16:23:50Z,R-Ops4,EcoLink Carriers
CASE-0679,Incineration Disposal,2025-09-11T13:58:04Z,R-Ops4,EcoLink Carriers
CASE-0679,Last Mile Delivery,2025-09-11T17:39:04Z,R-Ops4,EcoLink Carriers
CASE-0680,Order Received,2025-06-22T13:07:00Z,R-Ops1,EcoLink Carriers
CASE-0680,Warehouse Pick & Pack,2025-06-22T14:32:34Z,R-Ops1,EcoLink Carriers
CASE-0680,Customs Clearance,2025-06-22T17:01:32Z,R-Ops1,EcoLink Carriers
CASE-0680,Road Transport Dispatch,2025-06-22T22:49:06Z,R-Ops1,EcoLink Carriers
CASE-0680,Last Mile Delivery,2025-06-23T17:13:18Z,R-Ops1,EcoLink Carriers
CASE-0681,Order Received,2025-05-17T04:54:00Z,R-Ops5,EcoLink Carriers
CASE-0681,Warehouse Pick & Pack,2025-05-17T06:26:06Z,R-Ops5,EcoLink Carriers
CASE-0681,Customs Clearance,2025-05-17T10:29:48Z,R-Ops5,EcoLink Carriers
CASE-0681,Air Freight Dispatch,2025-05-17T19:51:09Z,R-Ops5,EcoLink Carriers
CASE-0681,Last Mile Delivery,2025-05-18T01:33:33Z,R-Ops5,EcoLink Carriers
CASE-0682,Order Received,2025-02-24T19:39:00Z,R-Ops1,GreenFreight Ltd.
CASE-0682,Warehouse Pick & Pack,2025-02-24T21:19:23Z,R-Ops1,GreenFreight Ltd.
CASE-0682,Customs Clearance,2025-02-25T03:06:45Z,R-Ops1,GreenFreight Ltd.
CASE-0682,Road Transport Dispatch,2025-02-25T13:42:05Z,R-Ops1,GreenFreight Ltd.
CASE-0682,Last Mile Delivery,2025-02-26T05:45:20Z,R-Ops1,GreenFreight Ltd.
CASE-0683,Order Received,2025-03-22T23:18:00Z,R-Ops3,Deecan Roadlines
CASE-0683,Warehouse Pick & Pack,2025-03-23T00:51:44Z,R-Ops3,Deecan Roadlines
CASE-0683,Customs Clearance,2025-03-23T05:54:36Z,R-Ops3,Deecan Roadlines
CASE-0683,Truck Delivery Transport Dispatch,2025-03-23T13:53:50Z,R-Ops3,Deecan Roadlines
CASE-0683,Last Mile Delivery,2025-03-24T09:26:24Z,R-Ops3,Deecan Roadlines
CASE-0684,Order Received,2025-04-14T14:26:00Z,R-Ops1,Deecan Roadlines
CASE-0684,Warehouse Pick & Pack,2025-04-14T16:05:13Z,R-Ops1,Deecan Roadlines
CASE-0684,Customs Clearance,2025-04-14T18:06:48Z,R-Ops1,Deecan Roadlines
CASE-0684,Road Transport Dispatch,2025-04-15T04:47:31Z,R-Ops1,Deecan Roadlines
CASE-0684,Recycling Processing,2025-04-15T22:39:34Z,R-Ops1,Deecan Roadlines
CASE-0684,Last Mile Delivery,2025-04-16T01:48:18Z,R-Ops1,Deecan Roadlines
CASE-0685,Order Received,2025-11-19T21:15:00Z,R-Ops3,GreenFreight Ltd.
CASE-0685,Warehouse Pick & Pack,2025-11-19T21:58:38Z,R-Ops3,GreenFreight Ltd.
CASE-0685,Customs Clearance,2025-11-20T02:59:29Z,R-Ops3,GreenFreight Ltd.
CASE-0685,Road Transport Dispatch,2025-11-20T10:21:54Z,R-Ops3,GreenFreight Ltd.
CASE-0685,Last Mile Delivery,2025-11-21T09:22:58Z,R-Ops3,GreenFreight Ltd.
CASE-0686,Order Received,2025-09-22T21:23:00Z,R-Ops4,GreenFreight Ltd.
CASE-0686,Warehouse Pick & Pack,2025-09-22T23:17:56Z,R-Ops4,GreenFreight Ltd.
CASE-0686,Customs Clearance,2025-09-23T03:04:09Z,R-Ops4,GreenFreight Ltd.
CASE-0686,Air Freight Dispatch,2025-09-23T13:13:49Z,R-Ops4,GreenFreight Ltd.
CASE-0686,Recycling Processing,2025-09-23T17:17:59Z,R-Ops4,GreenFreight Ltd.
CASE-0686,Last Mile Delivery,2025-09-23T19:30:17Z,R-Ops4,GreenFreight Ltd.
CASE-0687,Order Received,2025-02-01T12:48:00Z,R-Ops4,Deecan Roadlines
CASE-0687,Warehouse Pick & Pack,2025-02-01T13:21:20Z,R-Ops4,Deecan Roadlines
CASE-0687,Customs Clearance,2025-02-01T19:02:44Z,R-Ops4,Deecan Roadlines
CASE-0687,Road Transport Dispatch,2025-02-02T00:15:11Z,R-Ops4,Deecan Roadlines
CASE-0687,Last Mile Delivery,2025-02-03T01:01:50Z,R-Ops4,Deecan Roadlines
CASE-0688,Order Received,2025-08-03T12:56:00Z,R-Ops3,FastCargo Ltd.
CASE-0688,Warehouse Pick & Pack,2025-08-03T14:27:16Z,R-Ops3,FastCargo Ltd.
CASE-0688,Customs Clearance,2025-08-03T18:40:08Z,R-Ops3,FastCargo Ltd.
CASE-0688,Air Freight Dispatch,2025-08-04T01:06:13Z,R-Ops3,FastCargo Ltd.
CASE-0688,Recycling Processing,2025-08-04T06:44:26Z,R-Ops3,FastCargo Ltd.
CASE-0688,Last Mile Delivery,2025-08-04T09:19:26Z,R-Ops3,FastCargo Ltd.
CASE-0689,Order Received,2025-08-17T20:13:00Z,R-Ops4,Deecan Roadlines
CASE-0689,Warehouse Pick & Pack,2025-08-17T22:02:52Z,R-Ops4,Deecan Roadlines
CASE-0689,Customs Clearance,2025-08-18T02:32:43Z,R-Ops4,Deecan Roadlines
CASE-0689,Road Transport Dispatch,2025-08-18T11:29:27Z,R-Ops4,Deecan Roadlines
CASE-0689,Last Mile Delivery,2025-08-19T05:56:36Z,R-Ops4,Deecan Roadlines
CASE-0690,Order Received,2025-06-04T02:02:00Z,R-Ops2,GreenFreight Ltd.
CASE-0690,Warehouse Pick & Pack,2025-06-04T03:20:22Z,R-Ops2,GreenFreight Ltd.
CASE-0690,Customs Clearance,2025-06-04T06:53:58Z,R-Ops2,GreenFreight Ltd.
CASE-0690,Truck Delivery Transport Dispatch,2025-06-04T16:39:01Z,R-Ops2,GreenFreight Ltd.
CASE-0690,Last Mile Delivery,2025-06-05T15:51:18Z,R-Ops2,GreenFreight Ltd.
CASE-0691,Order Received,2025-09-19T17:19:00Z,R-Ops1,Deecan Roadlines
CASE-0691,Warehouse Pick & Pack,2025-09-19T18:35:55Z,R-Ops1,Deecan Roadlines
CASE-0691,Customs Clearance,2025-09-19T23:37:36Z,R-Ops1,Deecan Roadlines
CASE-0691,Road Transport Dispatch,2025-09-20T04:54:25Z,R-Ops1,Deecan Roadlines
CASE-0691,Last Mile Delivery,2025-09-21T03:52:23Z,R-Ops1,Deecan Roadlines
CASE-0692,Order Received,2025-08-05T16:07:00Z,R-Ops3,Deecan Roadlines
CASE-0692,Warehouse Pick & Pack,2025-08-05T17:42:52Z,R-Ops3,Deecan Roadlines
CASE-0692,Customs Clearance,2025-08-05T23:04:51Z,R-Ops3,Deecan Roadlines
CASE-0692,Road Transport Dispatch,2025-08-06T05:09:32Z,R-Ops3,Deecan Roadlines
CASE-0692,Last Mile Delivery,2025-08-06T21:23:49Z,R-Ops3,Deecan Roadlines
CASE-0693,Order Received,2025-06-02T18:47:00Z,R-Ops4,EcoLink Carriers
CASE-0693,Warehouse Pick & Pack,2025-06-02T19:17:28Z,R-Ops4,EcoLink Carriers
CASE-0693,Customs Clearance,2025-06-02T22:38:49Z,R-Ops4,EcoLink Carriers
CASE-0693,Air Freight Dispatch,2025-06-03T04:32:09Z,R-Ops4,EcoLink Carriers
CASE-0693,Last Mile Delivery,2025-06-03T08:51:44Z,R-Ops4,EcoLink Carriers
CASE-0694,Order Received,2025-04-30T11:19:00Z,R-Ops5,FastCargo Ltd.
CASE-0694,Warehouse Pick & Pack,2025-04-30T12:14:36Z,R-Ops5,FastCargo Ltd.
CASE-0694,Customs Clearance,2025-04-30T17:22:57Z,R-Ops5,FastCargo Ltd.
CASE-0694,Air Freight Dispatch,2025-05-01T03:06:05Z,R-Ops5,FastCargo Ltd.
CASE-0694,Last Mile Delivery,2025-05-01T07:57:31Z,R-Ops5,FastCargo Ltd.
CASE-0695,Order Received,2025-06-17T16:37:00Z,R-Ops1,Deecan Roadlines
CASE-0695,Warehouse Pick & Pack,2025-06-17T17:24:19Z,R-Ops1,Deecan Roadlines
CASE-0695,Customs Clearance,2025-06-17T22:31:10Z,R-Ops1,Deecan Roadlines
CASE-0695,Road Transport Dispatch,2025-06-18T06:09:15Z,R-Ops1,Deecan Roadlines
CASE-0695,Last Mile Delivery,2025-06-19T01:24:39Z,R-Ops1,Deecan Roadlines
CASE-0696,Order Received,2025-08-06T04:30:00Z,R-Ops1,EcoLink Carriers
CASE-0696,Warehouse Pick & Pack,2025-08-06T05:19:19Z,R-Ops1,EcoLink Carriers
CASE-0696,Customs Clearance,2025-08-06T07:38:04Z,R-Ops1,EcoLink Carriers
CASE-0696,Road Transport Dispatch,2025-08-06T17:02:56Z,R-Ops1,EcoLink Carriers
CASE-0696,Last Mile Delivery,2025-08-07T13:38:19Z,R-Ops1,EcoLink Carriers
CASE-0697,Order Received,2025-09-13T20:27:00Z,R-Ops5,SpeedJet Air Cargo
CASE-0697,Warehouse Pick & Pack,2025-09-13T22:26:41Z,R-Ops5,SpeedJet Air Cargo
CASE-0697,Customs Clearance,2025-09-14T03:12:03Z,R-Ops5,SpeedJet Air Cargo
CASE-0697,Air Freight Dispatch,2025-09-14T14:47:00Z,R-Ops5,SpeedJet Air Cargo
CASE-0697,Recycling Processing,2025-09-14T18:27:03Z,R-Ops5,SpeedJet Air Cargo
CASE-0697,Last Mile Delivery,2025-09-14T20:54:19Z,R-Ops5,SpeedJet Air Cargo
CASE-0698,Order Received,2025-12-27T16:55:00Z,R-Ops2,GreenFreight Ltd.
CASE-0698,Warehouse Pick & Pack,2025-12-27T18:12:37Z,R-Ops2,GreenFreight Ltd.
CASE-0698,Customs Clearance,2025-12-27T22:59:17Z,R-Ops2,GreenFreight Ltd.
CASE-0698,Road Transport Dispatch,2025-12-28T06:37:54Z,R-Ops2,GreenFreight Ltd.
CASE-0698,Last Mile Delivery,2025-12-28T23:12:00Z,R-Ops2,GreenFreight Ltd.
CASE-0699,Order Received,2025-07-29T03:07:00Z,R-Ops5,EcoLink Carriers
CASE-0699,Warehouse Pick & Pack,2025-07-29T04:10:15Z,R-Ops5,EcoLink Carriers
CASE-0699,Customs Clearance,2025-07-29T07:19:45Z,R-Ops5,EcoLink Carriers
CASE-0699,Road Transport Dispatch,2025-07-29T15:30:41Z,R-Ops5,EcoLink Carriers
CASE-0699,Last Mile Delivery,2025-07-30T09:33:39Z,R-Ops5,EcoLink Carriers
CASE-0700,Order Received,2025-01-15T04:09:00Z,R-Ops4,SpeedJet Air Cargo
CASE-0700,Warehouse Pick & Pack,2025-01-15T05:49:32Z,R-Ops4,SpeedJet Air Cargo
CASE-0700,Customs Clearance,2025-01-15T09:30:45Z,R-Ops4,SpeedJet Air Cargo
CASE-0700,Road Transport Dispatch,2025-01-15T21:00:26Z,R-Ops4,SpeedJet Air Cargo
CASE-0700,Incineration Disposal,2025-01-16T14:50:31Z,R-Ops4,SpeedJet Air Cargo
CASE-0700,Last Mile Delivery,2025-01-16T15:50:54Z,R-Ops4,SpeedJet Air Cargo
CASE-0701,Order Received,2025-02-04T01:26:00Z,R-Ops3,FastCargo Ltd.
CASE-0701,Warehouse Pick & Pack,2025-02-04T02:39:18Z,R-Ops3,FastCargo Ltd.
CASE-0701,Customs Clearance,2025-02-04T05:53:38Z,R-Ops3,FastCargo Ltd.
CASE-0701,Road Transport Dispatch,2025-02-04T13:30:46Z,R-Ops3,FastCargo Ltd.
CASE-0701,Last Mile Delivery,2025-02-05T08:17:09Z,R-Ops3,FastCargo Ltd.
CASE-0702,Order Received,2025-03-12T16:40:00Z,R-Ops2,FastCargo Ltd.
CASE-0702,Warehouse Pick & Pack,2025-03-12T17:51:29Z,R-Ops2,FastCargo Ltd.
CASE-0702,Customs Clearance,2025-03-12T21:39:28Z,R-Ops2,FastCargo Ltd.
CASE-0702,Truck Delivery Transport Dispatch,2025-03-13T05:15:01Z,R-Ops2,FastCargo Ltd.
CASE-0702,Last Mile Delivery,2025-03-14T02:30:09Z,R-Ops2,FastCargo Ltd.
CASE-0703,Order Received,2025-07-18T07:57:00Z,R-Ops4,FastCargo Ltd.
CASE-0703,Warehouse Pick & Pack,2025-07-18T09:02:35Z,R-Ops4,FastCargo Ltd.
CASE-0703,Customs Clearance,2025-07-18T13:12:25Z,R-Ops4,FastCargo Ltd.
CASE-0703,Truck Delivery Transport Dispatch,2025-07-19T00:52:18Z,R-Ops4,FastCargo Ltd.
CASE-0703,Last Mile Delivery,2025-07-20T02:13:51Z,R-Ops4,FastCargo Ltd.
CASE-0704,Order Received,2025-10-20T20:50:00Z,R-Ops1,Deecan Roadlines
CASE-0704,Warehouse Pick & Pack,2025-10-20T22:29:26Z,R-Ops1,Deecan Roadlines
CASE-0704,Customs Clearance,2025-10-21T01:43:34Z,R-Ops1,Deecan Roadlines
CASE-0704,Road Transport Dispatch,2025-10-21T10:53:14Z,R-Ops1,Deecan Roadlines
CASE-0704,Last Mile Delivery,2025-10-22T02:44:20Z,R-Ops1,Deecan Roadlines
CASE-0705,Order Received,2025-01-28T18:33:00Z,R-Ops5,FastCargo Ltd.
CASE-0705,Warehouse Pick & Pack,2025-01-28T19:20:02Z,R-Ops5,FastCargo Ltd.
CASE-0705,Customs Clearance,2025-01-28T23:14:14Z,R-Ops5,FastCargo Ltd.
CASE-0705,Road Transport Dispatch,2025-01-29T10:24:44Z,R-Ops5,FastCargo Ltd.
CASE-0705,Recycling Processing,2025-01-30T10:46:27Z,R-Ops5,FastCargo Ltd.
CASE-0705,Last Mile Delivery,2025-01-30T14:08:03Z,R-Ops5,FastCargo Ltd.
CASE-0706,Order Received,2025-08-16T02:51:00Z,R-Ops5,Deecan Roadlines
CASE-0706,Warehouse Pick & Pack,2025-08-16T04:09:01Z,R-Ops5,Deecan Roadlines
CASE-0706,Customs Clearance,2025-08-16T07:25:55Z,R-Ops5,Deecan Roadlines
CASE-0706,Road Transport Dispatch,2025-08-16T16:08:35Z,R-Ops5,Deecan Roadlines
CASE-0706,Last Mile Delivery,2025-08-17T16:28:54Z,R-Ops5,Deecan Roadlines
CASE-0707,Order Received,2025-01-13T16:20:00Z,R-Ops4,Deecan Roadlines
CASE-0707,Warehouse Pick & Pack,2025-01-13T17:24:22Z,R-Ops4,Deecan Roadlines
CASE-0707,Customs Clearance,2025-01-13T19:46:13Z,R-Ops4,Deecan Roadlines
CASE-0707,Road Transport Dispatch,2025-01-14T07:36:31Z,R-Ops4,Deecan Roadlines
CASE-0707,Incineration Disposal,2025-01-15T01:27:44Z,R-Ops4,Deecan Roadlines
CASE-0707,Last Mile Delivery,2025-01-15T02:55:29Z,R-Ops4,Deecan Roadlines
CASE-0708,Order Received,2025-01-31T19:20:00Z,R-Ops2,GreenFreight Ltd.
CASE-0708,Warehouse Pick & Pack,2025-01-31T20:06:19Z,R-Ops2,GreenFreight Ltd.
CASE-0708,Customs Clearance,2025-02-01T00:57:31Z,R-Ops2,GreenFreight Ltd.
CASE-0708,Road Transport Dispatch,2025-02-01T07:20:34Z,R-Ops2,GreenFreight Ltd.
CASE-0708,Last Mile Delivery,2025-02-01T23:46:03Z,R-Ops2,GreenFreight Ltd.
CASE-0709,Order Received,2025-03-03T01:12:00Z,R-Ops4,SpeedJet Air Cargo
CASE-0709,Warehouse Pick & Pack,2025-03-03T02:03:33Z,R-Ops4,SpeedJet Air Cargo
CASE-0709,Customs Clearance,2025-03-03T06:26:50Z,R-Ops4,SpeedJet Air Cargo
CASE-0709,Road Transport Dispatch,2025-03-03T12:20:21Z,R-Ops4,SpeedJet Air Cargo
CASE-0709,Last Mile Delivery,2025-03-04T08:23:00Z,R-Ops4,SpeedJet Air Cargo
CASE-0710,Order Received,2025-06-12T14:35:00Z,R-Ops1,SpeedJet Air Cargo
CASE-0710,Warehouse Pick & Pack,2025-06-12T15:41:38Z,R-Ops1,SpeedJet Air Cargo
CASE-0710,Customs Clearance,2025-06-12T19:37:50Z,R-Ops1,SpeedJet Air Cargo
CASE-0710,Road Transport Dispatch,2025-06-13T02:53:26Z,R-Ops1,SpeedJet Air Cargo
CASE-0710,Landfill Disposal,2025-06-14T02:45:07Z,R-Ops1,SpeedJet Air Cargo
CASE-0710,Last Mile Delivery,2025-06-14T05:46:38Z,R-Ops1,SpeedJet Air Cargo
CASE-0711,Order Received,2025-11-30T04:19:00Z,R-Ops5,Deecan Roadlines
CASE-0711,Warehouse Pick & Pack,2025-11-30T05:40:08Z,R-Ops5,Deecan Roadlines
CASE-0711,Customs Clearance,2025-11-30T09:27:10Z,R-Ops5,Deecan Roadlines
CASE-0711,Road Transport Dispatch,2025-11-30T20:13:23Z,R-Ops5,Deecan Roadlines
CASE-0711,Recycling Processing,2025-12-01T19:03:07Z,R-Ops5,Deecan Roadlines
CASE-0711,Last Mile Delivery,2025-12-01T20:33:23Z,R-Ops5,Deecan Roadlines
CASE-0712,Order Received,2025-08-05T17:28:00Z,R-Ops5,Deecan Roadlines
CASE-0712,Warehouse Pick & Pack,2025-08-05T18:01:45Z,R-Ops5,Deecan Roadlines
CASE-0712,Customs Clearance,2025-08-05T23:16:47Z,R-Ops5,Deecan Roadlines
CASE-0712,Road Transport Dispatch,2025-08-06T10:58:07Z,R-Ops5,Deecan Roadlines
CASE-0712,Recycling Processing,2025-08-07T08:29:57Z,R-Ops5,Deecan Roadlines
CASE-0712,Last Mile Delivery,2025-08-07T12:15:53Z,R-Ops5,Deecan Roadlines
CASE-0713,Order Received,2025-05-09T21:24:00Z,R-Ops5,SpeedJet Air Cargo
CASE-0713,Warehouse Pick & Pack,2025-05-09T23:23:55Z,R-Ops5,SpeedJet Air Cargo
CASE-0713,Customs Clearance,2025-05-10T04:46:07Z,R-Ops5,SpeedJet Air Cargo
CASE-0713,Air Freight Dispatch,2025-05-10T10:28:14Z,R-Ops5,SpeedJet Air Cargo
CASE-0713,Recycling Processing,2025-05-10T13:35:45Z,R-Ops5,SpeedJet Air Cargo
CASE-0713,Last Mile Delivery,2025-05-10T14:48:20Z,R-Ops5,SpeedJet Air Cargo
CASE-0714,Order Received,2025-12-24T03:53:00Z,R-Ops4,EcoLink Carriers
CASE-0714,Warehouse Pick & Pack,2025-12-24T04:35:34Z,R-Ops4,EcoLink Carriers
CASE-0714,Customs Clearance,2025-12-24T08:49:07Z,R-Ops4,EcoLink Carriers
CASE-0714,Road Transport Dispatch,2025-12-24T15:03:15Z,R-Ops4,EcoLink Carriers
CASE-0714,Last Mile Delivery,2025-12-25T12:09:31Z,R-Ops4,EcoLink Carriers
CASE-0715,Order Received,2025-11-22T08:48:00Z,R-Ops3,SpeedJet Air Cargo
CASE-0715,Warehouse Pick & Pack,2025-11-22T10:21:41Z,R-Ops3,SpeedJet Air Cargo
CASE-0715,Customs Clearance,2025-11-22T13:27:13Z,R-Ops3,SpeedJet Air Cargo
CASE-0715,Road Transport Dispatch,2025-11-22T22:45:06Z,R-Ops3,SpeedJet Air Cargo
CASE-0715,Last Mile Delivery,2025-11-23T15:51:29Z,R-Ops3,SpeedJet Air Cargo
CASE-0716,Order Received,2025-12-21T04:41:00Z,R-Ops1,SpeedJet Air Cargo
CASE-0716,Warehouse Pick & Pack,2025-12-21T06:34:00Z,R-Ops1,SpeedJet Air Cargo
CASE-0716,Customs Clearance,2025-12-21T11:00:06Z,R-Ops1,SpeedJet Air Cargo
CASE-0716,Road Transport Dispatch,2025-12-21T15:02:09Z,R-Ops1,SpeedJet Air Cargo
CASE-0716,Last Mile Delivery,2025-12-22T07:46:17Z,R-Ops1,SpeedJet Air Cargo
CASE-0717,Order Received,2025-10-03T02:50:00Z,R-Ops4,GreenFreight Ltd.
CASE-0717,Warehouse Pick & Pack,2025-10-03T04:38:54Z,R-Ops4,GreenFreight Ltd.
CASE-0717,Customs Clearance,2025-10-03T09:15:12Z,R-Ops4,GreenFreight Ltd.
CASE-0717,Truck Delivery Transport Dispatch,2025-10-03T17:33:45Z,R-Ops4,GreenFreight Ltd.
CASE-0717,Last Mile Delivery,2025-10-04T19:43:23Z,R-Ops4,GreenFreight Ltd.
CASE-0718,Order Received,2025-07-12T19:22:00Z,R-Ops3,EcoLink Carriers
